,election_year,pc_name,pc_no,electors,male_electors,female_electors,booths,votes_polled,male_voters,female_voters
1857,1991,Aligarh,76,"Electors: 9,34,243","Male Electors: 5,13,832","Female Electors: 4,20,411",Booths: 994,"Total Votes Polled: 4,71,658 (50.5%)","Total Male Voters: 2,59,436","Female Voters: 2,12,222"
1858,1991,Alipurduars,2,"Electors: 9,18,815","Male Electors: 4,81,829","Female Electors: 4,36,986","Booths: 1,139","Total Votes Polled: 7,11,036 (77.4%)","Total Male Voters: 3,77,754","Female Voters: 3,33,282"
1859,1991,Allahabad,56,"Electors: 9,84,299","Male Electors: 5,44,999","Female Electors: 4,39,300","Booths: 1,063","Total Votes Polled: 3,99,424 (40.6%)","Total Male Voters: 2,19,684","Female Voters: 1,79,740"
1860,1991,Alleppey,15,"Electors: 9,44,397","Male Electors: 4,57,744","Female Electors: 4,86,653",Booths: 815,"Total Votes Polled: 7,41,369 (78.5%)","Total Male Voters: 3,62,845","Female Voters: 3,78,524"
1861,1991,Almora,3,"Electors: 8,54,910","Male Electors: 4,08,982","Female Electors: 4,45,928","Booths: 1,078","Total Votes Polled: 3,42,964 (40.1%)","Total Male Voters: 2,04,724","Female Voters: 1,38,240"
1862,1991,Alwar,8,"Electors: 9,62,311","Male Electors: 5,15,100","Female Electors: 4,47,211","Booths: 1,114","Total Votes Polled: 4,22,740 (43.9%)","Total Male Voters: 2,69,804","Female Voters: 1,52,936"
1863,1991,Amalapuram,9,"Electors: 8,36,319","Male Electors: 4,15,441","Female Electors: 4,20,878",Booths: 953,"Total Votes Polled: 5,27,366 (63.1%)","Total Male Voters: 2,86,174","Female Voters: 2,41,192"
1864,1991,Ambala,1,"Electors: 9,12,390","Male Electors: 4,97,041","Female Electors: 4,15,349","Booths: 1,143","Total Votes Polled: 6,53,526 (71.6%)","Total Male Voters: 3,61,151","Female Voters: 2,92,375"
1865,1991,Amethi,25,"Electors: 9,18,257","Male Electors: 5,05,365","Female Electors: 4,12,892",Booths: 935,"Total Votes Polled: 3,76,202 (41.0%)","Total Male Voters: 2,25,783","Female Voters: 1,50,419"
1866,1991,Amravati,21,"Electors: 9,39,913","Male Electors: 4,96,437","Female Electors: 4,43,476","Booths: 1,016","Total Votes Polled: 4,25,509 (45.3%)","Total Male Voters: 2,62,597","Female Voters: 1,62,912"
1867,1991,Amreli,7,"Electors: 8,23,941","Male Electors: 4,17,776","Female Electors: 4,06,165","Booths: 1,013","Total Votes Polled: 4,02,769 (48.9%)","Total Male Voters: 2,36,297","Female Voters: 1,66,472"
1868,1991,Amritsar,2,"Electors: 10,17,957","Male Electors: 5,54,737","Female Electors: 4,63,220","Booths: 1,063","Total Votes Polled: 2,47,378 (24.3%)","Total Male Voters: 1,57,358","Female Voters: 90,020"
1869,1991,Amroha,6,"Electors: 9,25,377","Male Electors: 5,27,869","Female Electors: 3,97,508",Booths: 945,"Total Votes Polled: 5,65,325 (61.1%)","Total Male Voters: 3,53,274","Female Voters: 2,12,051"
1870,1991,Anakapalli,6,"Electors: 8,94,732","Male Electors: 4,33,998","Female Electors: 4,60,734","Booths: 1,072","Total Votes Polled: 6,03,706 (67.5%)","Total Male Voters: 3,09,016","Female Voters: 2,94,690"
1871,1991,Anand,20,"Electors: 9,11,580","Male Electors: 4,70,904","Female Electors: 4,40,676",Booths: 983,"Total Votes Polled: 4,57,804 (50.2%)","Total Male Voters: 2,74,855","Female Voters: 1,82,949"
1872,1991,Anantapur,25,"Electors: 10,16,053","Male Electors: 5,15,454","Female Electors: 5,00,599","Booths: 1,184","Total Votes Polled: 6,28,105 (61.8%)","Total Male Voters: 3,56,534","Female Voters: 2,71,571"
1873,1991,Andaman & Nicobar Islands,1,"Electors: 1,69,120","Male Electors: 99,014","Female Electors: 70,106",Booths: 295,"Total Votes Polled: 1,08,822 (64.4%)","Total Male Voters: 63,500","Female Voters: 45,322"
1874,1991,Aonla,11,"Electors: 8,22,940","Male Electors: 4,52,382","Female Electors: 3,70,558",Booths: 845,"Total Votes Polled: 4,30,997 (52.4%)","Total Male Voters: 3,08,982","Female Voters: 1,22,015"
1875,1991,Arakkonam,6,"Electors: 9,68,764","Male Electors: 4,82,893","Female Electors: 4,85,871","Booths: 1,100","Total Votes Polled: 6,70,706 (69.2%)","Total Male Voters: 3,48,558","Female Voters: 3,22,148"
1876,1991,Arambagh,28,"Electors: 9,76,896","Male Electors: 5,28,205","Female Electors: 4,48,691","Booths: 1,154","Total Votes Polled: 8,10,177 (82.9%)","Total Male Voters: 4,69,488","Female Voters: 3,40,689"
1877,1991,Araria,22,"Electors: 9,20,630","Male Electors: 4,87,287","Female Electors: 4,33,343","Booths: 1,121","Total Votes Polled: 5,53,024 (60.1%)","Total Male Voters: 3,44,602","Female Voters: 2,08,422"
1878,1991,Arrah,36,"Electors: 10,70,495","Male Electors: 5,63,546","Female Electors: 5,06,949","Booths: 1,341","Total Votes Polled: 6,89,440 (64.4%)","Total Male Voters: 3,75,620","Female Voters: 3,13,820"
1879,1991,Arunachal East,2,"Electors: 2,12,830","Male Electors: 1,19,098","Female Electors: 93,732",Booths: 653,"Total Votes Polled: 1,19,376 (56.1%)","Total Male Voters: 68,977","Female Voters: 50,399"
1880,1991,Arunachal West,1,"Electors: 3,06,485","Male Electors: 1,60,273","Female Electors: 1,46,212",Booths: 926,"Total Votes Polled: 1,46,948 (48.0%)","Total Male Voters: 82,571","Female Voters: 64,377"
1881,1991,Asansol,38,"Electors: 11,26,207","Male Electors: 6,28,475","Female Electors: 4,97,732","Booths: 1,374","Total Votes Polled: 7,22,290 (64.1%)","Total Male Voters: 4,23,672","Female Voters: 2,98,618"
1882,1991,Aska,10,"Electors: 9,95,423","Male Electors: 5,46,362","Female Electors: 4,49,061","Booths: 1,210","Total Votes Polled: 4,97,960 (50.0%)","Total Male Voters: 3,02,118","Female Voters: 1,95,842"
1883,1991,Aurangabad,40,"Electors: 9,78,604","Male Electors: 5,35,783","Female Electors: 4,42,821","Booths: 1,170","Total Votes Polled: 4,94,615 (50.5%)","Total Male Voters: 3,02,461","Female Voters: 1,92,154"
1884,1991,Aurangabad,33,"Electors: 12,05,538","Male Electors: 6,22,326","Female Electors: 5,83,212","Booths: 1,345","Total Votes Polled: 5,83,145 (48.4%)","Total Male Voters: 3,50,411","Female Voters: 2,32,734"
1885,1991,Autonomous District,3,"Electors: 4,39,888","Male Electors: 2,33,457","Female Electors: 2,06,431",Booths: 656,"Total Votes Polled: 3,14,973 (71.6%)","Total Male Voters: 1,65,194","Female Voters: 1,49,779"
1886,1991,Azamgarh,45,"Electors: 9,81,903","Male Electors: 5,46,101","Female Electors: 4,35,802",Booths: 979,"Total Votes Polled: 4,86,272 (49.5%)","Total Male Voters: 2,85,904","Female Voters: 2,00,368"
1887,1991,Badagara,3,"Electors: 10,30,244","Male Electors: 5,03,807","Female Electors: 5,26,437","Booths: 1,079","Total Votes Polled: 8,00,229 (77.7%)","Total Male Voters: 3,82,079","Female Voters: 4,18,150"
1888,1991,Bagaha,1,"Electors: 8,74,889","Male Electors: 4,80,279","Female Electors: 3,94,610","Booths: 1,049","Total Votes Polled: 3,97,126 (45.4%)","Total Male Voters: 2,38,275","Female Voters: 1,58,851"
1889,1991,Bagalkot,27,"Electors: 9,52,600","Male Electors: 4,72,433","Female Electors: 4,80,167","Booths: 1,213","Total Votes Polled: 6,12,827 (64.3%)","Total Male Voters: 3,24,261","Female Voters: 2,88,566"
1890,1991,Baghpat,81,"Electors: 9,37,210","Male Electors: 5,31,414","Female Electors: 4,05,796","Booths: 1,153","Total Votes Polled: 4,82,277 (51.5%)","Total Male Voters: 3,17,666","Female Voters: 1,64,611"
1891,1991,Bahraich,31,"Electors: 9,22,738","Male Electors: 5,07,291","Female Electors: 4,15,447",Booths: 928,"Total Votes Polled: 4,30,987 (46.7%)","Total Male Voters: 2,37,042","Female Voters: 1,93,945"
1892,1991,Balaghat,23,"Electors: 8,10,944","Male Electors: 4,05,596","Female Electors: 4,05,348","Booths: 1,000","Total Votes Polled: 4,61,260 (56.9%)","Total Male Voters: 2,59,200","Female Voters: 2,02,060"
1893,1991,Balasore,2,"Electors: 9,95,301","Male Electors: 5,34,325","Female Electors: 4,60,976","Booths: 1,194","Total Votes Polled: 6,11,825 (61.5%)","Total Male Voters: 3,41,290","Female Voters: 2,70,535"
1894,1991,Balia,19,"Electors: 9,26,690","Male Electors: 4,93,463","Female Electors: 4,33,227","Booths: 1,080","Total Votes Polled: 4,92,043 (53.1%)","Total Male Voters: 3,04,017","Female Voters: 1,88,026"
1895,1991,Ballia,43,"Electors: 10,03,696","Male Electors: 5,19,536","Female Electors: 4,84,160","Booths: 1,070","Total Votes Polled: 4,76,635 (47.5%)","Total Male Voters: 2,87,210","Female Voters: 1,89,425"
1896,1991,Balrampur,32,"Electors: 9,42,754","Male Electors: 5,18,625","Female Electors: 4,24,129","Booths: 1,037","Total Votes Polled: 4,94,978 (52.5%)","Total Male Voters: 3,46,484","Female Voters: 1,48,494"
1897,1991,Balurghat,6,"Electors: 9,68,371","Male Electors: 5,06,525","Female Electors: 4,61,846","Booths: 1,194","Total Votes Polled: 7,94,795 (82.1%)","Total Male Voters: 4,39,759","Female Voters: 3,55,036"
1898,1991,Banaskantha,14,"Electors: 9,09,163","Male Electors: 4,67,247","Female Electors: 4,41,916","Booths: 1,125","Total Votes Polled: 4,29,696 (47.3%)","Total Male Voters: 2,65,175","Female Voters: 1,64,521"
1899,1991,Banda,59,"Electors: 8,89,615","Male Electors: 4,89,413","Female Electors: 4,00,202",Booths: 981,"Total Votes Polled: 3,87,530 (43.6%)","Total Male Voters: 2,13,141","Female Voters: 1,74,389"
1900,1991,Bangalore North,12,"Electors: 13,35,138","Male Electors: 7,03,607","Female Electors: 6,31,531","Booths: 1,619","Total Votes Polled: 6,17,388 (46.2%)","Total Male Voters: 3,52,184","Female Voters: 2,65,204"
1901,1991,Bangalore South,13,"Electors: 13,28,381","Male Electors: 7,14,985","Female Electors: 6,13,396","Booths: 1,467","Total Votes Polled: 6,07,128 (45.7%)","Total Male Voters: 3,50,797","Female Voters: 2,56,331"
1902,1991,Banka,29,"Electors: 9,62,029","Male Electors: 5,07,227","Female Electors: 4,54,802","Booths: 1,230","Total Votes Polled: 4,87,594 (50.7%)","Total Male Voters: 2,75,326","Female Voters: 2,12,268"
1903,1991,Bankura,35,"Electors: 9,42,357","Male Electors: 4,79,421","Female Electors: 4,62,936","Booths: 1,154","Total Votes Polled: 6,82,903 (72.5%)","Total Male Voters: 3,49,502","Female Voters: 3,33,401"
1904,1991,Bansgaon,37,"Electors: 9,63,344","Male Electors: 5,39,113","Female Electors: 4,24,231","Booths: 1,021","Total Votes Polled: 4,56,627 (47.4%)","Total Male Voters: 2,78,964","Female Voters: 1,77,663"
1905,1991,Banswara,16,"Electors: 9,56,533","Male Electors: 4,87,943","Female Electors: 4,68,590","Booths: 1,051","Total Votes Polled: 4,80,299 (50.2%)","Total Male Voters: 2,74,073","Female Voters: 2,06,226"
1906,1991,Bapatla,16,"Electors: 9,99,363","Male Electors: 4,95,680","Female Electors: 5,03,683","Booths: 1,165","Total Votes Polled: 6,23,289 (62.4%)","Total Male Voters: 3,27,181","Female Voters: 2,96,108"
1907,1991,Bara Banki,29,"Electors: 8,80,429","Male Electors: 4,84,256","Female Electors: 3,96,173",Booths: 942,"Total Votes Polled: 4,50,698 (51.2%)","Total Male Voters: 2,89,637","Female Voters: 1,61,061"
1908,1991,Baramati,43,"Electors: 12,61,608","Male Electors: 6,62,705","Female Electors: 5,98,903","Booths: 1,627","Total Votes Polled: 5,91,795 (46.9%)","Total Male Voters: 3,59,105","Female Voters: 2,32,690"
1909,1991,Barasat,13,"Electors: 10,75,164","Male Electors: 6,09,691","Female Electors: 4,65,473","Booths: 1,388","Total Votes Polled: 8,93,572 (83.1%)","Total Male Voters: 4,93,467","Female Voters: 4,00,105"
1910,1991,Bareilly,12,"Electors: 8,66,698","Male Electors: 4,76,782","Female Electors: 3,89,916",Booths: 912,"Total Votes Polled: 5,05,313 (58.3%)","Total Male Voters: 3,53,719","Female Voters: 1,51,594"
1911,1991,Barh,18,"Electors: 10,35,217","Male Electors: 5,39,264","Female Electors: 4,95,953","Booths: 1,226","Total Votes Polled: 7,18,960 (69.5%)","Total Male Voters: 4,32,409","Female Voters: 2,86,551"
1912,1991,Barmer,23,"Electors: 11,34,522","Male Electors: 6,10,276","Female Electors: 5,24,246","Booths: 1,310","Total Votes Polled: 5,72,233 (50.4%)","Total Male Voters: 3,58,571","Female Voters: 2,13,662"
1913,1991,Baroda,22,"Electors: 11,50,421","Male Electors: 6,04,119","Female Electors: 5,46,302","Booths: 1,183","Total Votes Polled: 5,59,779 (48.7%)","Total Male Voters: 3,32,834","Female Voters: 2,26,945"
1914,1991,Barpeta,6,"Electors: 8,69,418","Male Electors: 4,61,793","Female Electors: 4,07,625","Booths: 1,138","Total Votes Polled: 7,06,507 (81.3%)","Total Male Voters: 3,79,320","Female Voters: 3,27,187"
1915,1991,Barrackpore,19,"Electors: 9,30,330","Male Electors: 5,23,207","Female Electors: 4,07,123","Booths: 1,046","Total Votes Polled: 6,95,973 (74.8%)","Total Male Voters: 3,84,134","Female Voters: 3,11,839"
1916,1991,Basirhat,14,"Electors: 9,19,022","Male Electors: 4,80,488","Female Electors: 4,38,534","Booths: 1,148","Total Votes Polled: 7,74,768 (84.3%)","Total Male Voters: 4,27,193","Female Voters: 3,47,575"
1917,1991,Bastar,20,"Electors: 7,60,905","Male Electors: 3,76,975","Female Electors: 3,83,930",Booths: 946,"Total Votes Polled: 2,07,034 (27.2%)","Total Male Voters: 1,43,148","Female Voters: 63,886"
1918,1991,Basti,34,"Electors: 9,53,551","Male Electors: 5,25,086","Female Electors: 4,28,465",Booths: 961,"Total Votes Polled: 4,51,948 (47.4%)","Total Male Voters: 2,48,600","Female Voters: 2,03,348"
1919,1991,Bayana,10,"Electors: 9,44,735","Male Electors: 5,17,990","Female Electors: 4,26,745","Booths: 1,131","Total Votes Polled: 3,71,799 (39.4%)","Total Male Voters: 2,68,981","Female Voters: 1,02,818"
1920,1991,Beed,34,"Electors: 11,37,213","Male Electors: 5,77,794","Female Electors: 5,59,419","Booths: 1,394","Total Votes Polled: 6,10,555 (53.7%)","Total Male Voters: 3,57,816","Female Voters: 2,52,739"
1921,1991,Begusarai,33,"Electors: 10,07,437","Male Electors: 5,30,244","Female Electors: 4,77,193","Booths: 1,202","Total Votes Polled: 6,75,617 (67.1%)","Total Male Voters: 3,71,588","Female Voters: 3,04,029"
1922,1991,Belgaum,25,"Electors: 10,25,456","Male Electors: 5,18,312","Female Electors: 5,07,144","Booths: 1,241","Total Votes Polled: 5,36,165 (52.3%)","Total Male Voters: 2,69,362","Female Voters: 2,66,803"
1923,1991,Bellary,5,"Electors: 10,36,202","Male Electors: 5,15,617","Female Electors: 5,20,585","Booths: 1,321","Total Votes Polled: 5,31,221 (51.3%)","Total Male Voters: 3,04,280","Female Voters: 2,26,941"
1924,1991,Berhampore,10,"Electors: 10,69,213","Male Electors: 5,57,020","Female Electors: 5,12,193","Booths: 1,304","Total Votes Polled: 8,12,803 (76.0%)","Total Male Voters: 4,13,210","Female Voters: 3,99,593"
1925,1991,Berhampur,11,"Electors: 9,37,447","Male Electors: 4,87,434","Female Electors: 4,50,013","Booths: 1,162","Total Votes Polled: 4,64,429 (49.5%)","Total Male Voters: 2,76,951","Female Voters: 1,87,478"
1926,1991,Bettiah,2,"Electors: 9,20,104","Male Electors: 5,07,585","Female Electors: 4,12,519","Booths: 1,090","Total Votes Polled: 5,30,880 (57.7%)","Total Male Voters: 3,58,723","Female Voters: 1,72,157"
1927,1991,Betul,28,"Electors: 8,19,648","Male Electors: 4,20,161","Female Electors: 3,99,487",Booths: 978,"Total Votes Polled: 3,03,755 (37.1%)","Total Male Voters: 1,94,454","Female Voters: 1,09,301"
1928,1991,Bhadrachalam,5,"Electors: 9,45,933","Male Electors: 4,70,821","Female Electors: 4,75,112","Booths: 1,149","Total Votes Polled: 5,19,063 (54.9%)","Total Male Voters: 2,71,158","Female Voters: 2,47,905"
1929,1991,Bhadrak,3,"Electors: 9,80,232","Male Electors: 5,27,242","Female Electors: 4,52,990","Booths: 1,141","Total Votes Polled: 6,00,132 (61.2%)","Total Male Voters: 3,40,923","Female Voters: 2,59,209"
1930,1991,Bhagalpur,30,"Electors: 10,55,616","Male Electors: 5,83,207","Female Electors: 4,72,409","Booths: 1,399","Total Votes Polled: 6,13,185 (58.1%)","Total Male Voters: 3,96,705","Female Voters: 2,16,480"
1931,1991,Bhandara,24,"Electors: 8,69,165","Male Electors: 4,39,741","Female Electors: 4,29,424","Booths: 1,022","Total Votes Polled: 5,67,394 (65.3%)","Total Male Voters: 3,02,574","Female Voters: 2,64,820"
1932,1991,Bharatpur,9,"Electors: 9,09,890","Male Electors: 4,92,324","Female Electors: 4,17,566","Booths: 1,084","Total Votes Polled: 4,97,779 (54.7%)","Total Male Voters: 2,69,316","Female Voters: 2,28,463"
1933,1991,Bhatinda,11,"Electors: 9,97,277","Male Electors: 5,36,994","Female Electors: 4,60,283","Booths: 1,095","Total Votes Polled: 1,38,845 (13.9%)","Total Male Voters: 83,542","Female Voters: 55,303"
1934,1991,Bhavnagar,8,"Electors: 9,09,791","Male Electors: 4,64,493","Female Electors: 4,45,298","Booths: 1,119","Total Votes Polled: 3,90,439 (42.9%)","Total Male Voters: 2,35,856","Female Voters: 1,54,583"
1935,1991,Bhilwara,20,"Electors: 9,97,385","Male Electors: 5,16,376","Female Electors: 4,81,009","Booths: 1,212","Total Votes Polled: 5,09,760 (51.1%)","Total Male Voters: 2,98,251","Female Voters: 2,11,509"
1936,1991,Bhind,2,"Electors: 10,05,341","Male Electors: 5,44,782","Female Electors: 4,60,559","Booths: 1,205","Total Votes Polled: 4,03,013 (40.1%)","Total Male Voters: 2,86,461","Female Voters: 1,16,552"
1937,1991,Bhiwani,8,"Electors: 9,49,440","Male Electors: 5,08,426","Female Electors: 4,41,014","Booths: 1,383","Total Votes Polled: 5,96,369 (62.8%)","Total Male Voters: 3,32,877","Female Voters: 2,63,492"
1938,1991,Bhopal,30,"Electors: 11,60,113","Male Electors: 6,12,989","Female Electors: 5,47,124","Booths: 1,354","Total Votes Polled: 5,84,688 (50.4%)","Total Male Voters: 3,57,035","Female Voters: 2,27,653"
1939,1991,Bhubaneswar,9,"Electors: 10,16,696","Male Electors: 5,56,812","Female Electors: 4,59,884","Booths: 1,231","Total Votes Polled: 4,99,831 (49.2%)","Total Male Voters: 3,16,897","Female Voters: 1,82,934"
1940,1991,Bidar,1,"Electors: 9,96,676","Male Electors: 5,11,771","Female Electors: 4,84,905",Booths: 781,"Total Votes Polled: 4,59,812 (46.1%)","Total Male Voters: 2,85,817","Female Voters: 1,73,995"
1941,1991,Bijapur,28,"Electors: 9,57,288","Male Electors: 4,85,391","Female Electors: 4,71,897","Booths: 1,219","Total Votes Polled: 4,66,598 (48.7%)","Total Male Voters: 2,64,625","Female Voters: 2,01,973"
1942,1991,Bijnor,5,"Electors: 9,37,649","Male Electors: 5,62,692","Female Electors: 3,74,957",Booths: 943,"Total Votes Polled: 5,39,018 (57.5%)","Total Male Voters: 3,34,328","Female Voters: 2,04,690"
1943,1991,Bikaner,2,"Electors: 14,37,652","Male Electors: 7,87,508","Female Electors: 6,50,144","Booths: 1,667","Total Votes Polled: 6,13,583 (42.7%)","Total Male Voters: 3,86,152","Female Voters: 2,27,431"
1944,1991,Bikramganj,39,"Electors: 9,92,054","Male Electors: 5,42,870","Female Electors: 4,49,184","Booths: 1,228","Total Votes Polled: 5,27,174 (53.1%)","Total Male Voters: 3,70,250","Female Voters: 1,56,924"
1945,1991,Bilaspur,15,"Electors: 9,10,324","Male Electors: 4,60,643","Female Electors: 4,49,681","Booths: 1,058","Total Votes Polled: 3,36,115 (36.9%)","Total Male Voters: 2,05,067","Female Voters: 1,31,048"
1946,1991,Bilhaur,64,"Electors: 9,85,290","Male Electors: 5,71,535","Female Electors: 4,13,755","Booths: 1,106","Total Votes Polled: 4,72,478 (48.0%)","Total Male Voters: 3,15,704","Female Voters: 1,56,774"
1947,1991,Birbhum,42,"Electors: 9,20,781","Male Electors: 4,68,087","Female Electors: 4,52,694","Booths: 1,140","Total Votes Polled: 6,92,508 (75.2%)","Total Male Voters: 3,65,673","Female Voters: 3,26,835"
1948,1991,Bobbili,3,"Electors: 8,63,311","Male Electors: 4,20,135","Female Electors: 4,43,176","Booths: 1,005","Total Votes Polled: 5,83,131 (67.6%)","Total Male Voters: 3,06,499","Female Voters: 2,76,632"
1949,1991,Bolangir,16,"Electors: 8,52,106","Male Electors: 4,43,337","Female Electors: 4,08,769",Booths: 983,"Total Votes Polled: 4,69,129 (55.1%)","Total Male Voters: 2,87,409","Female Voters: 1,81,720"
1950,1991,Bolpur,41,"Electors: 9,25,057","Male Electors: 4,71,545","Female Electors: 4,53,512","Booths: 1,150","Total Votes Polled: 7,13,844 (77.2%)","Total Male Voters: 3,79,438","Female Voters: 3,34,406"
1951,1991,Bombay North,9,"Electors: 15,85,616","Male Electors: 8,85,442","Female Electors: 7,00,174","Booths: 1,532","Total Votes Polled: 6,40,737 (40.4%)","Total Male Voters: 3,98,587","Female Voters: 2,42,150"
1952,1991,Bombay North Central,6,"Electors: 10,33,716","Male Electors: 6,06,327","Female Electors: 4,27,389",Booths: 930,"Total Votes Polled: 4,20,179 (40.7%)","Total Male Voters: 2,58,060","Female Voters: 1,62,119"
1953,1991,Bombay North East,7,"Electors: 15,16,164","Male Electors: 8,76,566","Female Electors: 6,39,598","Booths: 1,393","Total Votes Polled: 6,64,269 (43.8%)","Total Male Voters: 4,00,661","Female Voters: 2,63,608"
1954,1991,Bombay North West,8,"Electors: 12,47,057","Male Electors: 6,96,095","Female Electors: 5,50,962","Booths: 1,148","Total Votes Polled: 5,31,290 (42.6%)","Total Male Voters: 3,16,426","Female Voters: 2,14,864"
1955,1991,Bombay South,4,"Electors: 7,49,380","Male Electors: 4,63,598","Female Electors: 2,85,782",Booths: 700,"Total Votes Polled: 2,89,605 (38.7%)","Total Male Voters: 1,88,659","Female Voters: 1,00,946"
1956,1991,Bombay South Central,5,"Electors: 8,14,338","Male Electors: 5,13,528","Female Electors: 3,00,810",Booths: 750,"Total Votes Polled: 3,45,927 (42.5%)","Total Male Voters: 2,25,301","Female Voters: 1,20,626"
1957,1991,Broach,23,"Electors: 9,35,113","Male Electors: 4,80,619","Female Electors: 4,54,494","Booths: 1,052","Total Votes Polled: 5,55,097 (59.4%)","Total Male Voters: 3,12,955","Female Voters: 2,42,142"
1958,1991,Budaun,10,"Electors: 8,79,682","Male Electors: 4,80,861","Female Electors: 3,98,821",Booths: 889,"Total Votes Polled: 4,68,266 (53.2%)","Total Male Voters: 2,95,018","Female Voters: 1,73,248"
1959,1991,Bulandshahr,78,"Electors: 9,30,235","Male Electors: 5,11,967","Female Electors: 4,18,268",Booths: 975,"Total Votes Polled: 4,60,292 (49.5%)","Total Male Voters: 2,53,169","Female Voters: 2,07,123"
1960,1991,Buldhana,18,"Electors: 9,19,037","Male Electors: 4,69,725","Female Electors: 4,49,312","Booths: 1,092","Total Votes Polled: 4,67,156 (50.8%)","Total Male Voters: 2,74,143","Female Voters: 1,93,013"
1961,1991,Bulsar,26,"Electors: 9,75,048","Male Electors: 4,97,273","Female Electors: 4,77,775","Booths: 1,033","Total Votes Polled: 3,43,529 (35.2%)","Total Male Voters: 2,02,305","Female Voters: 1,41,224"
1962,1991,Burdwan,39,"Electors: 10,61,300","Male Electors: 5,51,665","Female Electors: 5,09,635","Booths: 1,306","Total Votes Polled: 8,55,125 (80.6%)","Total Male Voters: 4,51,763","Female Voters: 4,03,362"
1963,1991,Buxar,37,"Electors: 10,12,148","Male Electors: 5,91,124","Female Electors: 4,21,024","Booths: 1,237","Total Votes Polled: 5,83,129 (57.6%)","Total Male Voters: 3,41,914","Female Voters: 2,41,215"
1964,1991,Calcutta North East,22,"Electors: 8,58,170","Male Electors: 5,19,964","Female Electors: 3,38,206",Booths: 935,"Total Votes Polled: 5,73,443 (66.8%)","Total Male Voters: 3,44,118","Female Voters: 2,29,325"
1965,1991,Calcutta North West,21,"Electors: 7,04,483","Male Electors: 4,66,490","Female Electors: 2,37,993",Booths: 775,"Total Votes Polled: 4,09,564 (58.1%)","Total Male Voters: 2,45,739","Female Voters: 1,63,825"
1966,1991,Calcutta South,23,"Electors: 10,42,903","Male Electors: 6,02,020","Female Electors: 4,40,883","Booths: 1,147","Total Votes Polled: 7,14,395 (68.5%)","Total Male Voters: 4,06,925","Female Voters: 3,07,470"
1967,1991,Calicut,4,"Electors: 10,14,583","Male Electors: 5,07,542","Female Electors: 5,07,041","Booths: 1,027","Total Votes Polled: 7,54,114 (74.3%)","Total Male Voters: 3,86,499","Female Voters: 3,67,615"
1968,1991,Cannanore,2,"Electors: 9,68,420","Male Electors: 4,80,318","Female Electors: 4,88,102",Booths: 915,"Total Votes Polled: 7,49,811 (77.4%)","Total Male Voters: 3,71,027","Female Voters: 3,78,784"
1969,1991,Chail,57,"Electors: 9,44,049","Male Electors: 4,97,941","Female Electors: 4,46,108",Booths: 961,"Total Votes Polled: 3,76,332 (39.9%)","Total Male Voters: 2,54,358","Female Voters: 1,21,974"
1970,1991,Chamarajanagar,15,"Electors: 9,44,165","Male Electors: 4,84,827","Female Electors: 4,59,338","Booths: 1,257","Total Votes Polled: 5,78,291 (61.3%)","Total Male Voters: 3,24,874","Female Voters: 2,53,417"
1971,1991,Chandauli,51,"Electors: 10,38,904","Male Electors: 5,71,820","Female Electors: 4,67,084",Booths: 955,"Total Votes Polled: 4,48,503 (43.2%)","Total Male Voters: 2,79,089","Female Voters: 1,69,414"
1972,1991,Chandigarh,1,"Electors: 3,72,792","Male Electors: 2,12,702","Female Electors: 1,60,090",Booths: 385,"Total Votes Polled: 2,15,637 (57.8%)","Total Male Voters: 1,23,584","Female Voters: 92,053"
1973,1991,Chandni Chowk,5,"Electors: 3,99,737","Male Electors: 2,19,693","Female Electors: 1,80,044",Booths: 445,"Total Votes Polled: 2,28,439 (57.2%)","Total Male Voters: 1,35,053","Female Voters: 93,386"
1974,1991,Chandrapur,26,"Electors: 10,17,275","Male Electors: 5,46,321","Female Electors: 4,70,954","Booths: 1,134","Total Votes Polled: 5,18,574 (51.0%)","Total Male Voters: 2,97,847","Female Voters: 2,20,727"
1975,1991,Chapra,7,"Electors: 9,94,872","Male Electors: 5,14,166","Female Electors: 4,80,706","Booths: 1,097","Total Votes Polled: 7,26,792 (73.1%)","Total Male Voters: 4,50,544","Female Voters: 2,76,248"
1976,1991,Chatra,44,"Electors: 8,85,639","Male Electors: 4,63,159","Female Electors: 4,22,480","Booths: 1,081","Total Votes Polled: 4,39,587 (49.6%)","Total Male Voters: 2,94,527","Female Voters: 1,45,060"
1977,1991,Chengalpattu,5,"Electors: 9,52,050","Male Electors: 4,80,575","Female Electors: 4,71,475","Booths: 1,041","Total Votes Polled: 6,57,323 (69.0%)","Total Male Voters: 3,44,402","Female Voters: 3,12,921"
1978,1991,Chhindwara,27,"Electors: 8,42,325","Male Electors: 4,33,198","Female Electors: 4,09,127",Booths: 924,"Total Votes Polled: 3,92,708 (46.6%)","Total Male Voters: 2,37,828","Female Voters: 1,54,880"
1979,1991,Chhota Udaipur,21,"Electors: 8,55,858","Male Electors: 4,43,695","Female Electors: 4,12,163",Booths: 973,"Total Votes Polled: 3,38,172 (39.5%)","Total Male Voters: 2,00,408","Female Voters: 1,37,764"
