,election_year,pc_name,pc_no,electors,male_electors,female_electors,booths,votes_polled,male_voters,female_voters
460,1977,Sambhal,9,"Electors: 5,78,983","Male Electors: 3,16,566","Female Electors: 2,62,417",Booths: 600,"Total Votes Polled: 3,39,538 (58.6%)","Total Male Voters: 1,97,032","Female Voters: 1,42,506"
461,1977,Sangli,46,"Electors: 5,69,335","Male Electors: 2,92,352","Female Electors: 2,76,983",Booths: 660,"Total Votes Polled: 3,37,018 (59.2%)","Total Male Voters: 1,78,138","Female Voters: 1,58,880"
462,1977,Sangrur,10,"Electors: 6,22,238","Male Electors: 3,41,118","Female Electors: 2,81,120",Booths: 701,"Total Votes Polled: 4,62,873 (74.4%)","Total Male Voters: 2,77,105","Female Voters: 1,85,768"
463,1977,Sarangarh,16,"Electors: 6,28,243","Male Electors: 2,98,960","Female Electors: 3,29,283",Booths: 730,"Total Votes Polled: 2,32,949 (37.1%)","Total Male Voters: 1,33,201","Female Voters: 99,748"
464,1977,Sasaram,38,"Electors: 6,55,030","Male Electors: 3,36,230","Female Electors: 3,18,800",Booths: 791,"Total Votes Polled: 4,25,637 (65.0%)","Total Male Voters: 2,55,438","Female Voters: 1,70,199"
465,1977,Satara,44,"Electors: 5,80,157","Male Electors: 2,63,346","Female Electors: 3,16,811",Booths: 772,"Total Votes Polled: 3,51,552 (60.6%)","Total Male Voters: 1,67,580","Female Voters: 1,83,972"
466,1977,Satna,8,"Electors: 5,93,300","Male Electors: 2,97,565","Female Electors: 2,95,735",Booths: 691,"Total Votes Polled: 3,67,563 (62.0%)","Total Male Voters: 2,08,525","Female Voters: 1,59,038"
467,1977,Sawai Madhopur,11,"Electors: 6,28,738","Male Electors: 3,32,139","Female Electors: 2,96,599",Booths: 791,"Total Votes Polled: 3,12,611 (49.7%)","Total Male Voters: 1,95,711","Female Voters: 1,16,900"
468,1977,Secunderabad,31,"Electors: 6,15,045","Male Electors: 3,22,558","Female Electors: 2,92,487",Booths: 598,"Total Votes Polled: 3,37,559 (54.9%)","Total Male Voters: 1,87,947","Female Voters: 1,49,612"
469,1977,Seoni,26,"Electors: 5,52,085","Male Electors: 2,71,594","Female Electors: 2,80,491",Booths: 729,"Total Votes Polled: 2,89,629 (52.5%)","Total Male Voters: 1,77,296","Female Voters: 1,12,333"
470,1977,Serampore,26,"Electors: 6,28,219","Male Electors: 3,54,898","Female Electors: 2,73,321",Booths: 686,"Total Votes Polled: 3,92,237 (62.4%)","Total Male Voters: 2,28,259","Female Voters: 1,63,978"
471,1977,Shahabad,16,"Electors: 6,07,261","Male Electors: 3,40,989","Female Electors: 2,66,272",Booths: 677,"Total Votes Polled: 3,38,112 (55.7%)","Total Male Voters: 2,25,203","Female Voters: 1,12,909"
472,1977,Shahdol,11,"Electors: 5,80,106","Male Electors: 2,91,731","Female Electors: 2,88,375",Booths: 700,"Total Votes Polled: 2,49,039 (42.9%)","Total Male Voters: 1,70,021","Female Voters: 79,018"
473,1977,Shahjahanpur,14,"Electors: 6,39,675","Male Electors: 3,51,055","Female Electors: 2,88,620",Booths: 766,"Total Votes Polled: 3,62,713 (56.7%)","Total Male Voters: 2,42,851","Female Voters: 1,19,862"
474,1977,Shajapur,33,"Electors: 5,80,748","Male Electors: 2,93,278","Female Electors: 2,87,470",Booths: 679,"Total Votes Polled: 4,20,597 (72.4%)","Total Male Voters: 2,31,625","Female Voters: 1,88,972"
475,1977,Sheohar,12,"Electors: 7,00,609","Male Electors: 3,56,924","Female Electors: 3,43,685",Booths: 800,"Total Votes Polled: 4,35,625 (62.2%)","Total Male Voters: 2,62,196","Female Voters: 1,73,429"
476,1977,Shillong,1,"Electors: 3,41,910","Male Electors: 1,72,043","Female Electors: 1,69,867",Booths: 451,"Total Votes Polled: 1,90,149 (55.6%)","Total Male Voters: 1,00,736","Female Voters: 89,413"
477,1977,Shimoga,21,"Electors: 5,59,699","Male Electors: 2,95,014","Female Electors: 2,64,685",Booths: 707,"Total Votes Polled: 4,09,137 (73.1%)","Total Male Voters: 2,23,088","Female Voters: 1,86,049"
478,1977,Siddipet,32,"Electors: 6,16,118","Male Electors: 3,09,219","Female Electors: 3,06,899",Booths: 709,"Total Votes Polled: 3,77,927 (61.3%)","Total Male Voters: 2,02,740","Female Voters: 1,75,187"
479,1977,Sidhi,10,"Electors: 5,90,957","Male Electors: 2,99,344","Female Electors: 2,91,613",Booths: 694,"Total Votes Polled: 2,65,662 (45.0%)","Total Male Voters: 1,80,771","Female Voters: 84,891"
480,1977,Sikar,5,"Electors: 6,75,153","Male Electors: 3,45,378","Female Electors: 3,29,775",Booths: 827,"Total Votes Polled: 3,98,248 (59.0%)","Total Male Voters: 2,11,116","Female Voters: 1,87,132"
481,1977,Sikkim,1,"Electors: 1,24,023","Male Electors: 64,682","Female Electors: 59,341",Booths: 1,Margin: RU (NA),,
482,1977,Silchar,2,"Electors: 4,71,251","Male Electors: 2,53,658","Female Electors: 2,17,593",Booths: 553,"Total Votes Polled: 2,55,921 (54.3%)","Total Male Voters: 1,62,351","Female Voters: 93,570"
483,1977,Simla,1,"Electors: 4,65,720","Male Electors: 2,45,983","Female Electors: 2,19,737","Booths: 1,048","Total Votes Polled: 2,73,489 (58.7%)","Total Male Voters: 1,63,898","Female Voters: 1,09,591"
484,1977,Singhbhum,51,"Electors: 5,23,404","Male Electors: 2,60,899","Female Electors: 2,62,505",Booths: 673,"Total Votes Polled: 1,80,378 (34.5%)","Total Male Voters: 1,04,723","Female Voters: 75,655"
485,1977,Sirsa,10,"Electors: 5,76,112","Male Electors: 3,09,773","Female Electors: 2,66,339",Booths: 637,"Total Votes Polled: 4,03,115 (70.0%)","Total Male Voters: 2,30,493","Female Voters: 1,72,622"
486,1977,Sitamarhi,11,"Electors: 7,22,136","Male Electors: 3,70,945","Female Electors: 3,51,191",Booths: 812,"Total Votes Polled: 5,04,140 (69.8%)","Total Male Voters: 2,96,507","Female Voters: 2,07,633"
487,1977,Sitapur,17,"Electors: 5,90,648","Male Electors: 3,54,404","Female Electors: 2,36,244",Booths: 762,"Total Votes Polled: 3,16,664 (53.6%)","Total Male Voters: 1,94,439","Female Voters: 1,22,225"
488,1977,Sivaganga,33,"Electors: 7,10,297","Male Electors: 3,40,603","Female Electors: 3,69,694",Booths: 810,"Total Votes Polled: 4,85,942 (68.4%)","Total Male Voters: 2,27,578","Female Voters: 2,58,364"
489,1977,Sivakasi,35,"Electors: 7,22,380","Male Electors: 3,53,367","Female Electors: 3,69,013",Booths: 795,"Total Votes Polled: 5,09,445 (70.5%)","Total Male Voters: 2,51,763","Female Voters: 2,57,682"
490,1977,Siwan,5,"Electors: 6,53,469","Male Electors: 3,27,171","Female Electors: 3,26,298",Booths: 869,"Total Votes Polled: 4,40,034 (67.3%)","Total Male Voters: 2,81,270","Female Voters: 1,58,764"
491,1977,Solapur,37,"Electors: 5,25,311","Male Electors: 2,70,336","Female Electors: 2,54,975",Booths: 577,"Total Votes Polled: 3,41,870 (65.1%)","Total Male Voters: 1,81,183","Female Voters: 1,60,687"
492,1977,Sonepat,4,"Electors: 5,97,668","Male Electors: 3,13,869","Female Electors: 2,83,799",Booths: 659,"Total Votes Polled: 4,34,643 (72.7%)","Total Male Voters: 2,37,617","Female Voters: 1,97,026"
493,1977,South Delhi,2,"Electors: 3,82,219","Male Electors: 2,10,950","Female Electors: 1,71,269",Booths: 405,"Total Votes Polled: 2,65,615 (69.5%)","Total Male Voters: 1,46,231","Female Voters: 1,19,384"
494,1977,Srikakulam,1,"Electors: 5,85,062","Male Electors: 2,75,686","Female Electors: 3,09,376",Booths: 665,"Total Votes Polled: 3,94,514 (67.4%)","Total Male Voters: 2,02,654","Female Voters: 1,91,860"
495,1977,Srinagar,2,"Electors: 4,61,965","Male Electors: 2,56,256","Female Electors: 2,05,709",Booths: 558,"Total Votes Polled: 3,19,298 (69.1%)","Total Male Voters: 1,90,577","Female Voters: 1,28,721"
496,1977,Sriperumbudur,4,"Electors: 6,95,900","Male Electors: 3,52,841","Female Electors: 3,43,059",Booths: 776,"Total Votes Polled: 4,62,475 (66.5%)","Total Male Voters: 2,42,080","Female Voters: 2,20,395"
497,1977,Sultanpur,26,"Electors: 6,37,986","Male Electors: 3,39,120","Female Electors: 2,98,866",Booths: 721,"Total Votes Polled: 3,17,828 (49.8%)","Total Male Voters: 1,83,090","Female Voters: 1,34,738"
498,1977,Sundargarh,20,"Electors: 5,64,294","Male Electors: 2,97,545","Female Electors: 2,66,749",Booths: 598,"Total Votes Polled: 2,25,858 (40.0%)","Total Male Voters: 1,45,910","Female Voters: 79,948"
499,1977,Surat,24,"Electors: 5,82,963","Male Electors: 2,98,921","Female Electors: 2,84,042",Booths: 702,"Total Votes Polled: 4,01,238 (68.8%)","Total Male Voters: 2,09,579","Female Voters: 1,91,659"
500,1977,Surendranagar,2,"Electors: 5,00,963","Male Electors: 2,50,760","Female Electors: 2,50,203",Booths: 842,"Total Votes Polled: 2,92,268 (58.3%)","Total Male Voters: 1,59,580","Female Voters: 1,32,688"
501,1977,Surguja,12,"Electors: 5,49,984","Male Electors: 2,73,117","Female Electors: 2,76,867",Booths: 689,"Total Votes Polled: 2,48,789 (45.2%)","Total Male Voters: 1,67,476","Female Voters: 81,313"
502,1977,Tamluk,30,"Electors: 6,03,246","Male Electors: 3,09,481","Female Electors: 2,93,765",Booths: 666,"Total Votes Polled: 4,21,330 (69.8%)","Total Male Voters: 2,20,869","Female Voters: 2,00,461"
503,1977,Tarn Taran,3,"Electors: 6,40,514","Male Electors: 3,42,361","Female Electors: 2,98,153",Booths: 761,"Total Votes Polled: 4,61,527 (72.1%)","Total Male Voters: 2,49,081","Female Voters: 2,12,446"
504,1977,Tehri Garhwal,1,"Electors: 5,38,207","Male Electors: 2,86,317","Female Electors: 2,51,890",Booths: 953,"Total Votes Polled: 2,48,586 (46.2%)","Total Male Voters: 1,56,280","Female Voters: 92,306"
505,1977,Tenali,14,"Electors: 6,59,608","Male Electors: 3,29,758","Female Electors: 3,29,850",Booths: 741,"Total Votes Polled: 4,48,755 (68.0%)","Total Male Voters: 2,29,354","Female Voters: 2,19,401"
506,1977,Tenkasi,37,"Electors: 6,73,825","Male Electors: 3,28,942","Female Electors: 3,44,883",Booths: 711,"Total Votes Polled: 4,51,061 (66.9%)","Total Male Voters: 2,26,565","Female Voters: 2,24,496"
507,1977,Tezpur,9,"Electors: 4,57,513","Male Electors: 2,52,260","Female Electors: 2,05,253",Booths: 622,"Total Votes Polled: 2,67,332 (58.4%)","Total Male Voters: 1,48,699","Female Voters: 1,18,633"
508,1977,Thane,10,"Electors: 7,22,136","Male Electors: 3,98,081","Female Electors: 3,24,055",Booths: 704,"Total Votes Polled: 3,99,503 (55.3%)","Total Male Voters: 2,27,197","Female Voters: 1,72,306"
509,1977,Thanjavur,31,"Electors: 6,33,005","Male Electors: 3,17,651","Female Electors: 3,15,354",Booths: 721,"Total Votes Polled: 4,90,266 (77.5%)","Total Male Voters: 2,48,116","Female Voters: 2,42,150"
510,1977,Tindivanam,10,"Electors: 6,49,592","Male Electors: 3,25,942","Female Electors: 3,23,650",Booths: 728,"Total Votes Polled: 4,46,012 (68.7%)","Total Male Voters: 2,33,445","Female Voters: 2,12,567"
511,1977,Tiruchendur,38,"Electors: 7,12,718","Male Electors: 3,43,539","Female Electors: 3,69,179",Booths: 771,"Total Votes Polled: 4,52,540 (63.5%)","Total Male Voters: 2,15,352","Female Voters: 2,37,188"
512,1977,Tiruchengode,17,"Electors: 8,26,331","Male Electors: 4,17,913","Female Electors: 4,08,418",Booths: 878,"Total Votes Polled: 5,22,305 (63.2%)","Total Male Voters: 2,82,413","Female Voters: 2,39,892"
513,1977,Tiruchirappalli,27,"Electors: 7,12,644","Male Electors: 3,63,737","Female Electors: 3,48,907",Booths: 772,"Total Votes Polled: 4,91,281 (68.9%)","Total Male Voters: 2,55,697","Female Voters: 2,35,584"
514,1977,Tirunelveli,36,"Electors: 6,72,649","Male Electors: 3,29,189","Female Electors: 3,43,460",Booths: 730,"Total Votes Polled: 4,44,250 (66.0%)","Total Male Voters: 2,21,035","Female Voters: 2,23,215"
515,1977,Tirupathi,20,"Electors: 6,96,337","Male Electors: 3,49,138","Female Electors: 3,47,199",Booths: 778,"Total Votes Polled: 4,54,492 (65.3%)","Total Male Voters: 2,43,754","Female Voters: 2,10,738"
516,1977,Tiruppattur,8,"Electors: 6,56,520","Male Electors: 3,26,215","Female Electors: 3,30,305",Booths: 728,"Total Votes Polled: 4,40,042 (67.0%)","Total Male Voters: 2,30,093","Female Voters: 2,09,949"
517,1977,Tonk,13,"Electors: 6,05,402","Male Electors: 3,04,764","Female Electors: 3,00,638",Booths: 769,"Total Votes Polled: 3,40,075 (56.2%)","Total Male Voters: 1,89,562","Female Voters: 1,50,513"
518,1977,Trichur,9,"Electors: 5,49,781","Male Electors: 2,57,513","Female Electors: 2,92,268",Booths: 509,"Total Votes Polled: 4,41,732 (80.4%)","Total Male Voters: 2,01,327","Female Voters: 2,40,405"
519,1977,Tripura East,2,"Electors: 4,35,113","Male Electors: 2,25,563","Female Electors: 2,09,550",Booths: 529,"Total Votes Polled: 2,91,091 (66.9%)","Total Male Voters: 1,61,493","Female Voters: 1,29,598"
520,1977,Tripura West,1,"Electors: 4,30,943","Male Electors: 2,20,082","Female Electors: 2,10,861",Booths: 526,"Total Votes Polled: 3,15,742 (73.3%)","Total Male Voters: 1,67,051","Female Voters: 1,48,691"
521,1977,Trivandrum,20,"Electors: 6,21,533","Male Electors: 3,14,797","Female Electors: 3,06,736",Booths: 571,"Total Votes Polled: 4,48,586 (72.2%)","Total Male Voters: 2,29,419","Female Voters: 2,19,167"
522,1977,Tumkur,8,"Electors: 6,03,974","Male Electors: 3,11,938","Female Electors: 2,92,036",Booths: 707,"Total Votes Polled: 4,19,806 (69.5%)","Total Male Voters: 2,29,459","Female Voters: 1,90,347"
523,1977,Tura,2,"Electors: 1,88,416","Male Electors: 94,235","Female Electors: 94,181",Booths: 247,"Total Votes Polled: 74,395 (39.5%)","Total Male Voters: 43,226","Female Voters: 31,169"
524,1977,Udaipur,18,"Electors: 6,43,622","Male Electors: 3,25,715","Female Electors: 3,17,907",Booths: 802,"Total Votes Polled: 3,67,833 (57.2%)","Total Male Voters: 2,20,068","Female Voters: 1,47,765"
525,1977,Udhampur,5,"Electors: 5,04,677","Male Electors: 2,62,634","Female Electors: 2,42,043",Booths: 824,"Total Votes Polled: 2,37,356 (47.0%)","Total Male Voters: 1,23,520","Female Voters: 1,13,836"
526,1977,Udupi,18,"Electors: 5,27,780","Male Electors: 2,51,524","Female Electors: 2,76,256",Booths: 685,"Total Votes Polled: 3,74,736 (71.0%)","Total Male Voters: 1,75,697","Female Voters: 1,99,039"
527,1977,Ujjain,38,"Electors: 5,50,046","Male Electors: 2,80,184","Female Electors: 2,69,862",Booths: 660,"Total Votes Polled: 3,72,839 (67.8%)","Total Male Voters: 2,07,440","Female Voters: 1,65,399"
528,1977,Uluberia,25,"Electors: 6,10,328","Male Electors: 3,27,656","Female Electors: 2,82,672",Booths: 693,"Total Votes Polled: 4,04,839 (66.3%)","Total Male Voters: 2,23,599","Female Voters: 1,81,240"
529,1977,Unnao,22,"Electors: 6,19,501","Male Electors: 3,38,851","Female Electors: 2,80,650",Booths: 724,"Total Votes Polled: 3,30,158 (53.3%)","Total Male Voters: 2,12,438","Female Voters: 1,17,720"
530,1977,Vaishali,9,"Electors: 6,78,124","Male Electors: 3,58,978","Female Electors: 3,19,146",Booths: 730,"Total Votes Polled: 5,16,082 (76.1%)","Total Male Voters: 2,99,450","Female Voters: 2,16,632"
531,1977,Varanasi,52,"Electors: 6,42,595","Male Electors: 3,30,944","Female Electors: 3,11,651",Booths: 597,"Total Votes Polled: 3,58,755 (55.8%)","Total Male Voters: 1,93,494","Female Voters: 1,65,261"
532,1977,Vellore,7,"Electors: 6,59,939","Male Electors: 3,29,631","Female Electors: 3,30,308",Booths: 704,"Total Votes Polled: 4,59,693 (69.7%)","Total Male Voters: 2,36,320","Female Voters: 2,23,373"
533,1977,Vidisha,31,"Electors: 5,87,424","Male Electors: 3,05,964","Female Electors: 2,81,460",Booths: 696,"Total Votes Polled: 3,54,506 (60.4%)","Total Male Voters: 2,10,613","Female Voters: 1,43,893"
534,1977,Vijayawada,13,"Electors: 6,46,465","Male Electors: 3,28,182","Female Electors: 3,18,283",Booths: 708,"Total Votes Polled: 4,63,707 (71.7%)","Total Male Voters: 2,39,472","Female Voters: 2,24,235"
535,1977,Visakhapatnam,4,"Electors: 6,26,272","Male Electors: 3,08,848","Female Electors: 3,17,424",Booths: 709,"Total Votes Polled: 3,48,049 (55.6%)","Total Male Voters: 1,87,136","Female Voters: 1,60,913"
536,1977,Vishnupur,36,"Electors: 6,01,160","Male Electors: 2,94,298","Female Electors: 3,06,862",Booths: 766,"Total Votes Polled: 3,76,332 (62.6%)","Total Male Voters: 2,08,251","Female Voters: 1,68,081"
537,1977,Wandiwash,9,"Electors: 6,85,987","Male Electors: 3,41,650","Female Electors: 3,44,337",Booths: 767,"Total Votes Polled: 4,70,355 (68.6%)","Total Male Voters: 2,47,631","Female Voters: 2,22,724"
538,1977,Warangal,39,"Electors: 5,81,239","Male Electors: 2,94,799","Female Electors: 2,86,440",Booths: 681,"Total Votes Polled: 3,96,277 (68.2%)","Total Male Voters: 2,13,894","Female Voters: 1,82,383"
539,1977,Wardha,27,"Electors: 6,08,615","Male Electors: 3,14,155","Female Electors: 2,94,460",Booths: 746,"Total Votes Polled: 4,26,703 (70.1%)","Total Male Voters: 2,33,664","Female Voters: 1,93,039"
540,1977,Washim,20,"Electors: 5,37,856","Male Electors: 2,71,943","Female Electors: 2,65,913",Booths: 584,"Total Votes Polled: 3,67,227 (68.3%)","Total Male Voters: 1,95,976","Female Voters: 1,71,251"
541,1977,Yeotmal,28,"Electors: 5,74,977","Male Electors: 2,87,264","Female Electors: 2,87,713",Booths: 667,"Total Votes Polled: 4,01,020 (69.8%)","Total Male Voters: 2,16,280","Female Voters: 1,84,740"
542,1980,Adilabad,35,"Electors: 6,24,640","Male Electors: 3,04,512","Female Electors: 3,20,128",Booths: 883,"Total Votes Polled: 3,48,058 (55.7%)","Total Male Voters: 1,99,291","Female Voters: 1,48,767"
543,1980,Adoor,17,"Electors: 6,11,784","Male Electors: 3,04,300","Female Electors: 3,07,484",Booths: 676,"Total Votes Polled: 3,24,289 (53.0%)","Total Male Voters: 1,54,172","Female Voters: 1,70,117"
544,1980,Agra,73,"Electors: 6,36,935","Male Electors: 3,29,496","Female Electors: 3,07,439",Booths: 652,"Total Votes Polled: 3,43,838 (54.0%)","Total Male Voters: 1,80,832","Female Voters: 1,63,006"
545,1980,Ahmedabad,10,"Electors: 6,98,732","Male Electors: 3,79,156","Female Electors: 3,19,576",Booths: 712,"Total Votes Polled: 4,16,019 (59.5%)","Total Male Voters: 2,39,643","Female Voters: 1,76,376"
546,1980,Ahmednagar,39,"Electors: 7,07,563","Male Electors: 3,54,939","Female Electors: 3,52,624",Booths: 888,"Total Votes Polled: 4,25,400 (60.1%)","Total Male Voters: 2,31,572","Female Voters: 1,93,828"
547,1980,Ajmer,12,"Electors: 6,57,873","Male Electors: 3,34,066","Female Electors: 3,23,807",Booths: 784,"Total Votes Polled: 3,73,721 (56.8%)","Total Male Voters: 2,07,146","Female Voters: 1,66,575"
548,1980,Akbarpur,27,"Electors: 6,98,622","Male Electors: 3,70,851","Female Electors: 3,27,771",Booths: 781,"Total Votes Polled: 3,73,721 (53.5%)","Total Male Voters: 2,15,547","Female Voters: 1,58,174"
549,1980,Akola,19,"Electors: 6,68,698","Male Electors: 3,38,571","Female Electors: 3,30,127",Booths: 770,"Total Votes Polled: 3,50,746 (52.5%)","Total Male Voters: 2,02,435","Female Voters: 1,48,311"
550,1980,Aligarh,76,"Electors: 6,75,998","Male Electors: 3,69,712","Female Electors: 3,06,286",Booths: 767,"Total Votes Polled: 3,39,484 (50.2%)","Total Male Voters: 2,07,520","Female Voters: 1,31,964"
551,1980,Alipurduars,2,"Electors: 6,60,771","Male Electors: 3,61,157","Female Electors: 2,99,614",Booths: 770,"Total Votes Polled: 4,24,426 (64.2%)","Total Male Voters: 2,41,563","Female Voters: 1,82,863"
552,1980,Allahabad,56,"Electors: 7,11,146","Male Electors: 3,91,259","Female Electors: 3,19,887",Booths: 773,"Total Votes Polled: 3,41,765 (48.1%)","Total Male Voters: 2,11,422","Female Voters: 1,30,343"
553,1980,Alleppey,15,"Electors: 6,46,322","Male Electors: 3,18,856","Female Electors: 3,27,466",Booths: 718,"Total Votes Polled: 4,22,720 (65.4%)","Total Male Voters: 2,13,188","Female Voters: 2,09,532"
554,1980,Almora,3,"Electors: 6,11,124","Male Electors: 2,88,823","Female Electors: 3,22,301",Booths: 951,"Total Votes Polled: 2,42,488 (39.7%)","Total Male Voters: 1,53,439","Female Voters: 89,049"
555,1980,Alwar,8,"Electors: 6,65,236","Male Electors: 3,46,113","Female Electors: 3,19,123","Booths: 1,097","Total Votes Polled: 3,23,848 (48.7%)","Total Male Voters: 1,97,754","Female Voters: 1,26,094"
556,1980,Amalapuram,9,"Electors: 6,68,727","Male Electors: 3,26,388","Female Electors: 3,42,339",Booths: 895,"Total Votes Polled: 4,04,468 (60.5%)","Total Male Voters: 2,18,603","Female Voters: 1,85,865"
557,1980,Ambala,1,"Electors: 6,15,475","Male Electors: 3,29,264","Female Electors: 2,86,211",Booths: 682,"Total Votes Polled: 4,20,934 (68.4%)","Total Male Voters: 2,34,427","Female Voters: 1,86,507"
558,1980,Amethi,25,"Electors: 6,75,683","Male Electors: 3,81,159","Female Electors: 2,94,524",Booths: 752,"Total Votes Polled: 3,38,531 (50.1%)","Total Male Voters: 2,23,948","Female Voters: 1,14,583"
559,1980,Amravati,21,"Electors: 6,48,873","Male Electors: 3,36,295","Female Electors: 3,12,578",Booths: 765,"Total Votes Polled: 3,67,031 (56.6%)","Total Male Voters: 2,11,100","Female Voters: 1,55,931"
560,1980,Amreli,7,"Electors: 5,73,759","Male Electors: 2,84,749","Female Electors: 2,89,010",Booths: 805,"Total Votes Polled: 2,82,004 (49.2%)","Total Male Voters: 1,59,083","Female Voters: 1,22,921"
561,1980,Amritsar,2,"Electors: 7,88,498","Male Electors: 4,21,910","Female Electors: 3,66,588",Booths: 816,"Total Votes Polled: 5,00,303 (63.5%)","Total Male Voters: 2,81,504","Female Voters: 2,18,799"
562,1980,Amroha,6,"Electors: 6,58,467","Male Electors: 3,76,243","Female Electors: 2,82,224",Booths: 686,"Total Votes Polled: 3,64,391 (55.3%)","Total Male Voters: 1,95,456","Female Voters: 1,68,935"
563,1980,Anakapalli,6,"Electors: 7,02,428","Male Electors: 3,33,933","Female Electors: 3,68,495",Booths: 973,"Total Votes Polled: 3,92,743 (55.9%)","Total Male Voters: 2,10,276","Female Voters: 1,82,467"
564,1980,Anand,20,"Electors: 6,54,455","Male Electors: 3,31,823","Female Electors: 3,22,632",Booths: 790,"Total Votes Polled: 4,33,034 (66.2%)","Total Male Voters: 2,40,503","Female Voters: 1,92,531"
565,1980,Anantapur,25,"Electors: 7,14,608","Male Electors: 3,59,656","Female Electors: 3,54,952",Booths: 970,"Total Votes Polled: 3,57,991 (50.1%)","Total Male Voters: 2,01,156","Female Voters: 1,56,835"
566,1980,Anantnag,3,"Electors: 5,11,132","Male Electors: 2,76,527","Female Electors: 2,34,605",Booths: 754,"Total Votes Polled: 3,06,998 (60.1%)","Total Male Voters: 1,82,918","Female Voters: 1,24,080"
567,1980,Andaman & Nicobar Islands,1,"Electors: 96,084","Male Electors: 59,065","Female Electors: 37,019",Booths: 222,"Total Votes Polled: 81,146 (84.5%)","Total Male Voters: 50,559","Female Voters: 30,587"
568,1980,Aonla,11,"Electors: 6,26,850","Male Electors: 3,68,141","Female Electors: 2,58,709",Booths: 708,"Total Votes Polled: 2,65,371 (42.3%)","Total Male Voters: 1,84,437","Female Voters: 80,934"
569,1980,Arakkonam,6,"Electors: 7,01,433","Male Electors: 3,46,427","Female Electors: 3,55,006",Booths: 805,"Total Votes Polled: 4,68,113 (66.7%)","Total Male Voters: 2,46,162","Female Voters: 2,21,951"
570,1980,Arambagh,28,"Electors: 6,77,907","Male Electors: 3,51,059","Female Electors: 3,26,848",Booths: 762,"Total Votes Polled: 5,44,644 (80.3%)","Total Male Voters: 2,89,048","Female Voters: 2,55,596"
571,1980,Araria,22,"Electors: 7,02,757","Male Electors: 3,68,038","Female Electors: 3,34,719",Booths: 985,"Total Votes Polled: 3,92,444 (55.8%)","Total Male Voters: 2,35,349","Female Voters: 1,57,095"
572,1980,Arrah,36,"Electors: 8,29,450","Male Electors: 4,51,960","Female Electors: 3,77,490","Booths: 1,180","Total Votes Polled: 4,17,138 (50.3%)","Total Male Voters: 2,53,900","Female Voters: 1,63,238"
573,1980,Arunachal East,2,"Electors: 1,15,007","Male Electors: 60,451","Female Electors: 54,556",Booths: 421,"Total Votes Polled: 78,311 (68.1%)","Total Male Voters: 44,692","Female Voters: 33,619"
574,1980,Arunachal West,1,"Electors: 1,51,643","Male Electors: 76,303","Female Electors: 75,340",Booths: 499,"Total Votes Polled: 1,04,598 (69.0%)","Total Male Voters: 56,241","Female Voters: 48,357"
575,1980,Asansol,38,"Electors: 7,63,340","Male Electors: 4,58,009","Female Electors: 3,05,331",Booths: 707,"Total Votes Polled: 4,23,787 (55.5%)","Total Male Voters: 2,54,271","Female Voters: 1,69,516"
576,1980,Aska,10,"Electors: 7,03,763","Male Electors: 3,64,738","Female Electors: 3,39,025",Booths: 820,"Total Votes Polled: 3,41,083 (48.5%)","Total Male Voters: 1,88,151","Female Voters: 1,52,932"
577,1980,Aurangabad,40,"Electors: 7,58,576","Male Electors: 3,86,513","Female Electors: 3,72,063",Booths: 997,"Total Votes Polled: 4,56,992 (60.2%)","Total Male Voters: 2,37,378","Female Voters: 2,19,614"
578,1980,Aurangabad,33,"Electors: 7,56,127","Male Electors: 3,81,557","Female Electors: 3,74,570",Booths: 887,"Total Votes Polled: 3,46,335 (45.8%)","Total Male Voters: 1,99,325","Female Voters: 1,47,010"
579,1980,Azamgarh,45,"Electors: 7,07,302","Male Electors: 3,78,714","Female Electors: 3,28,588",Booths: 791,"Total Votes Polled: 3,86,280 (54.6%)","Total Male Voters: 2,08,208","Female Voters: 1,78,072"
580,1980,Badagara,3,"Electors: 6,85,632","Male Electors: 3,33,454","Female Electors: 3,52,178",Booths: 737,"Total Votes Polled: 5,06,343 (73.9%)","Total Male Voters: 2,45,326","Female Voters: 2,61,017"
581,1980,Bagaha,1,"Electors: 6,77,987","Male Electors: 3,69,628","Female Electors: 3,08,359",Booths: 975,"Total Votes Polled: 2,86,833 (42.3%)","Total Male Voters: 2,20,094","Female Voters: 66,739"
582,1980,Bagalkot,27,"Electors: 6,89,898","Male Electors: 3,38,307","Female Electors: 3,51,591",Booths: 882,"Total Votes Polled: 4,29,689 (62.3%)","Total Male Voters: 2,27,321","Female Voters: 2,02,368"
583,1980,Baghpat,81,"Electors: 7,12,650","Male Electors: 3,98,380","Female Electors: 3,14,270",Booths: 795,"Total Votes Polled: 5,01,292 (70.3%)","Total Male Voters: 3,00,671","Female Voters: 2,00,621"
584,1980,Bahraich,31,"Electors: 7,09,921","Male Electors: 3,70,068","Female Electors: 3,39,853",Booths: 742,"Total Votes Polled: 2,61,538 (36.8%)","Total Male Voters: 2,00,865","Female Voters: 60,673"
585,1980,Balaghat,23,"Electors: 5,77,626","Male Electors: 2,80,136","Female Electors: 2,97,490",Booths: 768,"Total Votes Polled: 3,45,657 (59.8%)","Total Male Voters: 1,90,018","Female Voters: 1,55,639"
